epoch,accuracy,loss,val_accuracy,val_loss
0,0.5054000020027161,1.5606282949447632,0.48030000925064087,1.6181155443191528
1,0.6591399908065796,1.1230547428131104,0.5935999751091003,1.365342617034912
2,0.7218999862670898,0.9588223695755005,0.5468999743461609,1.660478949546814
3,0.7587000131607056,0.8492286801338196,0.6599000096321106,1.211191177368164
4,0.7894999980926514,0.7608053088188171,0.6014999747276306,1.3661818504333496
5,0.8155400156974792,0.6908302307128906,0.6909000277519226,1.051997184753418
6,0.8355600237846375,0.6339465379714966,0.5702999830245972,1.8441826105117798
7,0.8524199724197388,0.5851305723190308,0.685699999332428,1.1499769687652588
8,0.868939995765686,0.5422737002372742,0.6481000185012817,1.4094061851501465
9,0.8826199769973755,0.5016277432441711,0.6657000184059143,1.4354063272476196
10,0.8939800262451172,0.47168442606925964,0.7013999819755554,1.152080774307251
11,0.9062600135803223,0.4413492977619171,0.6998999714851379,1.2665445804595947
12,0.9148600101470947,0.41573566198349,0.6230000257492065,1.8925952911376953
13,0.925819993019104,0.3867757320404053,0.7019000053405762,1.2668386697769165
14,0.932200014591217,0.3706906735897064,0.6553999781608582,1.697234034538269
15,0.9355800151824951,0.36091741919517517,0.6651999950408936,1.5594171285629272
16,0.9423199892044067,0.3435746133327484,0.6850000023841858,1.4771127700805664
17,0.9443399906158447,0.3394889533519745,0.6812999844551086,1.670880913734436
18,0.9515399932861328,0.3201775550842285,0.704200029373169,1.307045578956604
19,0.955020010471344,0.314790278673172,0.699999988079071,1.5704128742218018
20,0.9545599818229675,0.3150421977043152,0.6510999798774719,1.90140700340271
21,0.95660001039505,0.3085245192050934,0.6697999835014343,1.8399320840835571
22,0.9612799882888794,0.29860299825668335,0.6676999926567078,2.051974296569824
23,0.9555000066757202,0.31508249044418335,0.7207000255584717,1.433535099029541
24,0.9646400213241577,0.29299068450927734,0.625,2.169734239578247
25,0.9630600214004517,0.29802829027175903,0.6858999729156494,1.8179720640182495
26,0.9645199775695801,0.2951279282569885,0.7192999720573425,1.5144023895263672
27,0.9658399820327759,0.29307854175567627,0.6473000049591064,2.094510793685913
28,0.9633600115776062,0.29570910334587097,0.6434999704360962,2.097958564758301
29,0.9696999788284302,0.28429168462753296,0.7324000000953674,1.4995321035385132
30,0.9668999910354614,0.2942221164703369,0.6650000214576721,2.220367908477783
31,0.9675800204277039,0.29122352600097656,0.6460999846458435,2.226261854171753
32,0.9670199751853943,0.2923451066017151,0.6917999982833862,1.7545406818389893
33,0.9711999893188477,0.28375932574272156,0.6973999738693237,1.8690035343170166
34,0.9689199924468994,0.28721684217453003,0.6653000116348267,2.247032403945923
35,0.9698600172996521,0.28703299164772034,0.7145000100135803,1.7000621557235718
36,0.9708600044250488,0.2849275767803192,0.6184999942779541,2.610705852508545
37,0.971019983291626,0.28447437286376953,0.545799970626831,3.853303909301758
38,0.9718000292778015,0.28271540999412537,0.6764000058174133,2.003675699234009
39,0.9696000218391418,0.29122164845466614,0.6983000040054321,1.9915752410888672
40,0.9753999710083008,0.2750673294067383,0.6607999801635742,2.176771402359009
41,0.9740800261497498,0.2787909209728241,0.6983000040054321,1.9271249771118164
42,0.974120020866394,0.2807523310184479,0.6974999904632568,1.8636163473129272
43,0.9719200134277344,0.2860836982727051,0.6973000168800354,1.9857370853424072
44,0.9692999720573425,0.29428258538246155,0.7179999947547913,1.7410879135131836
45,0.9723799824714661,0.28664183616638184,0.6833999752998352,1.8997154235839844
46,0.9751200079917908,0.2789626121520996,0.6966999769210815,1.732774019241333
47,0.9737600088119507,0.28208452463150024,0.6812999844551086,2.2763705253601074
48,0.9732000231742859,0.2848597764968872,0.7224000096321106,1.754830241203308
49,0.974560022354126,0.28050023317337036,0.7226999998092651,1.7742631435394287
50,0.9771599769592285,0.27620968222618103,0.6754000186920166,2.84782338142395
51,0.9735599756240845,0.28206074237823486,0.6320000290870667,2.4284214973449707
52,0.9718599915504456,0.2889109253883362,0.7149999737739563,1.6335123777389526
53,0.9766600131988525,0.2766663134098053,0.7027999758720398,2.215831756591797
54,0.9773399829864502,0.2732503414154053,0.6632999777793884,2.3417627811431885
55,0.9722200036048889,0.290176123380661,0.6887000203132629,2.0331029891967773
56,0.9757800102233887,0.2808054983615875,0.7300000190734863,1.8322021961212158
57,0.9761800169944763,0.2784108519554138,0.7296000123023987,1.51103937625885
58,0.9780799746513367,0.2745770812034607,0.7001000046730042,1.8059978485107422
59,0.9734799861907959,0.28620538115501404,0.6983000040054321,2.005464792251587
60,0.9753199815750122,0.28050071001052856,0.7300000190734863,1.571146845817566
61,0.9769399762153625,0.278388649225235,0.6743999719619751,2.20125150680542
62,0.9781000018119812,0.27461332082748413,0.7397000193595886,1.5611023902893066
63,0.9755399823188782,0.28129151463508606,0.7161999940872192,1.7459930181503296
64,0.9736400246620178,0.28500688076019287,0.6765000224113464,2.207531213760376
65,0.9758999943733215,0.2811294496059418,0.7251999974250793,1.7654469013214111
66,0.9776999950408936,0.2789289653301239,0.7401000261306763,1.4752551317214966
67,0.9803599715232849,0.269737184047699,0.7093999981880188,2.061101198196411
68,0.9757199883460999,0.28180068731307983,0.6430000066757202,2.776914358139038
69,0.9740999937057495,0.28648295998573303,0.7391999959945679,1.7078499794006348
70,0.9782999753952026,0.2744143605232239,0.7282999753952026,1.8197985887527466
71,0.9803599715232849,0.27063873410224915,0.7073000073432922,1.8695683479309082
72,0.9772400259971619,0.27794620394706726,0.671500027179718,2.36826229095459
73,0.9788600206375122,0.2734687328338623,0.7422999739646912,1.5164600610733032
74,0.9766799807548523,0.27973413467407227,0.7336999773979187,1.5806677341461182
75,0.9735000133514404,0.28946810960769653,0.7254999876022339,1.7829681634902954
76,0.9781799912452698,0.2755725681781769,0.7091000080108643,1.9430582523345947
77,0.9811800122261047,0.26801589131355286,0.6883999705314636,2.515836000442505
78,0.9753999710083008,0.28246399760246277,0.7226999998092651,2.0050477981567383
79,0.9789000153541565,0.27556610107421875,0.7085999846458435,2.1871626377105713
80,0.9792199730873108,0.27333885431289673,0.7164000272750854,1.9675755500793457
81,0.992579996585846,0.23775357007980347,0.7738000154495239,1.4002450704574585
82,0.9986400008201599,0.22128675878047943,0.7738999724388123,1.42181396484375
83,0.9993399977684021,0.21807213127613068,0.7760000228881836,1.417939305305481
84,0.9996399879455566,0.21563521027565002,0.7774999737739563,1.4381723403930664
85,0.9998400211334229,0.2133312076330185,0.7771000266075134,1.442905306816101
86,0.9998800158500671,0.21141527593135834,0.7788000106811523,1.4510735273361206
87,0.9999399781227112,0.2091500610113144,0.7767999768257141,1.482974648475647
88,0.9999799728393555,0.206660196185112,0.7771000266075134,1.473223090171814
89,1.0,0.2040877491235733,0.7766000032424927,1.4892175197601318
90,0.9999799728393555,0.20126906037330627,0.7763000130653381,1.4945648908615112
91,0.9999600052833557,0.1980491578578949,0.775600016117096,1.4936785697937012
92,1.0,0.19431066513061523,0.7788000106811523,1.5165371894836426
93,1.0,0.19024337828159332,0.7773000001907349,1.4984270334243774
94,1.0,0.18575240671634674,0.777899980545044,1.522003173828125
95,0.9999799728393555,0.18084681034088135,0.7750999927520752,1.5810545682907104
96,0.9999600052833557,0.17621026933193207,0.7771999835968018,1.5664546489715576
97,0.9998999834060669,0.17178228497505188,0.7777000069618225,1.5501469373703003
98,0.9997400045394897,0.16848771274089813,0.7577000260353088,1.7935545444488525
99,0.9997400045394897,0.1656760722398758,0.7712000012397766,1.6101033687591553
100,0.9999799728393555,0.16244785487651825,0.7764000296592712,1.595266580581665
101,1.0,0.15948137640953064,0.7728999853134155,1.6370221376419067
102,1.0,0.1564122587442398,0.7767000198364258,1.6247037649154663
103,1.0,0.15302254259586334,0.7728999853134155,1.7021303176879883
104,1.0,0.14946354925632477,0.7793999910354614,1.5757555961608887
105,0.9994800090789795,0.1477787345647812,0.7638000249862671,1.7535045146942139
106,0.999239981174469,0.1467602252960205,0.7627000212669373,1.8378193378448486
107,0.9999399781227112,0.14372818171977997,0.7773000001907349,1.67213773727417
108,0.9999399781227112,0.1419748067855835,0.7748000025749207,1.691015601158142
109,0.9999200105667114,0.14060929417610168,0.7706000208854675,1.7356911897659302
110,1.0,0.1385946422815323,0.7774999737739563,1.6541087627410889
111,0.9999600052833557,0.13696074485778809,0.774399995803833,1.6827410459518433
112,0.9999200105667114,0.13512608408927917,0.7595999836921692,1.9361213445663452
113,0.999459981918335,0.1344701498746872,0.755299985408783,1.9660449028015137
114,0.9994400143623352,0.13382397592067719,0.7651000022888184,1.8275479078292847
