epoch,accuracy,loss,val_accuracy,val_loss
0,0.48846152424812317,1.5845803022384644,0.28189998865127563,2.606781482696533
1,0.6403955817222595,1.1715095043182373,0.5175999999046326,1.6852867603302002
2,0.7101538181304932,0.996845543384552,0.5,1.8733956813812256
3,0.7539340853691101,0.8742623329162598,0.5627999901771545,1.5210120677947998
4,0.7890989184379578,0.7826857566833496,0.5853000283241272,1.7230790853500366
5,0.8131209015846252,0.7093570828437805,0.59579998254776,1.4978829622268677
6,0.8341758251190186,0.6465209722518921,0.6728000044822693,1.1584399938583374
7,0.8540659546852112,0.5923068523406982,0.6827999949455261,1.1634724140167236
8,0.8701538443565369,0.5465648770332336,0.652899980545044,1.3099740743637085
9,0.8903736472129822,0.49301326274871826,0.5776000022888184,1.8732939958572388
10,0.8990769386291504,0.46649613976478577,0.6419000029563904,1.4460066556930542
11,0.9117143154144287,0.43471401929855347,0.5881999731063843,1.9251580238342285
12,0.9204395413398743,0.4059409201145172,0.6671000123023987,1.5162785053253174
13,0.9298021793365479,0.3802098333835602,0.6177999973297119,1.712912678718567
14,0.9336703419685364,0.3658086359500885,0.6589999794960022,1.483489990234375
15,0.9413406848907471,0.350073903799057,0.6338000297546387,1.871264100074768
16,0.9487252831459045,0.33019018173217773,0.7117999792098999,1.2881007194519043
17,0.9500659108161926,0.3269338607788086,0.6437000036239624,1.7024158239364624
18,0.9547472596168518,0.317204087972641,0.5756000280380249,2.881659746170044
19,0.9521757960319519,0.3210338354110718,0.6198999881744385,2.068418264389038
20,0.9596263766288757,0.30257749557495117,0.6880000233650208,1.7850662469863892
21,0.9628351926803589,0.29544609785079956,0.6693000197410583,1.7282794713974
22,0.9581099152565002,0.30723321437835693,0.6478999853134155,2.160529613494873
23,0.9645714163780212,0.292016863822937,0.6789000034332275,2.003000497817993
24,0.9660879373550415,0.29201099276542664,0.6367999911308289,2.137342691421509
25,0.9687911868095398,0.28295257687568665,0.6786999702453613,2.151242971420288
26,0.9621098637580872,0.3004469871520996,0.6991000175476074,1.5850930213928223
27,0.967120885848999,0.28746652603149414,0.6948999762535095,1.730568766593933
28,0.9685494303703308,0.2873520851135254,0.684499979019165,1.9016121625900269
29,0.9714725017547607,0.2798404395580292,0.6952000260353088,1.7166959047317505
30,0.9729450345039368,0.2746593654155731,0.6650999784469604,2.451436758041382
31,0.9671428799629211,0.29312294721603394,0.6521000266075134,2.1036484241485596
32,0.9705054759979248,0.2845563292503357,0.6679999828338623,2.2325661182403564
33,0.9739999771118164,0.2743320167064667,0.6646000146865845,2.242413282394409
34,0.9680439829826355,0.29091504216194153,0.6704000234603882,1.9118404388427734
35,0.9736043810844421,0.2788461446762085,0.6582000255584717,2.522031545639038
36,0.9748791456222534,0.27226781845092773,0.6905999779701233,1.7459659576416016
37,0.9747692346572876,0.27325794100761414,0.6074000000953674,2.827293634414673
38,0.9674065709114075,0.296091228723526,0.6412000060081482,2.468132734298706
39,0.9761098623275757,0.2731066346168518,0.605400025844574,2.956982135772705
40,0.9734066128730774,0.2795293927192688,0.6815999746322632,2.26098370552063
41,0.974461555480957,0.27827218174934387,0.6424999833106995,2.0580034255981445
42,0.9710769057273865,0.288107693195343,0.635699987411499,2.8386852741241455
43,0.9752088189125061,0.2768879532814026,0.6758999824523926,2.3750782012939453
44,0.9766812920570374,0.27384743094444275,0.6901000142097473,2.229262590408325
45,0.975296676158905,0.27866360545158386,0.6711000204086304,2.045011043548584
46,0.9761538505554199,0.2734256684780121,0.6891999840736389,1.9800024032592773
47,0.9725714325904846,0.28364595770835876,0.7059999704360962,1.794529676437378
48,0.9745934009552002,0.2789081037044525,0.6949999928474426,2.12029767036438
