epoch,accuracy,loss,val_accuracy,val_loss
0,0.16534000635147095,2.4477972984313965,0.32440000772476196,2.1335127353668213
1,0.20814000070095062,2.3619234561920166,0.36660000681877136,2.097445011138916
2,0.23085999488830566,2.322066068649292,0.42579999566078186,1.9677695035934448
3,0.24726000428199768,2.2907614707946777,0.44699999690055847,1.950769305229187
4,0.2593599855899811,2.2629871368408203,0.4796000123023987,1.9099864959716797
5,0.2715199887752533,2.236605405807495,0.3953999876976013,1.9310263395309448
6,0.2799200117588043,2.212247133255005,0.3864000141620636,1.974130630493164
7,0.29076001048088074,2.1832311153411865,0.3840000033378601,1.9514949321746826
8,0.30838000774383545,2.1459667682647705,0.28839999437332153,2.100792169570923
9,0.3283199965953827,2.0971322059631348,0.24709999561309814,2.491978883743286
10,0.35514000058174133,2.033827543258667,0.30869999527931213,2.2121951580047607
11,0.3818199932575226,1.9661915302276611,0.30140000581741333,2.1774003505706787
12,0.41260001063346863,1.8795331716537476,0.2734000086784363,2.310166120529175
13,0.44991999864578247,1.7915974855422974,0.22130000591278076,2.7117903232574463
14,0.4921799898147583,1.6827694177627563,0.2773999869823456,2.8109774589538574
15,0.5305600166320801,1.5802221298217773,0.2775000035762787,2.768693685531616
16,0.5681999921798706,1.4735240936279297,0.25360000133514404,2.922268867492676
17,0.6033599972724915,1.3794574737548828,0.21960000693798065,3.53314208984375
18,0.6384599804878235,1.282584309577942,0.2345999926328659,3.2690868377685547
19,0.6670799851417542,1.2032877206802368,0.23229999840259552,3.726468324661255
20,0.6944000124931335,1.1248738765716553,0.2272000014781952,3.810715913772583
21,0.7183399796485901,1.062274694442749,0.23229999840259552,4.438020706176758
22,0.7438399791717529,0.990915834903717,0.266400009393692,3.764089345932007
23,0.7616599798202515,0.9380831122398376,0.22840000689029694,4.1610846519470215
24,0.7823600172996521,0.8919242024421692,0.19519999623298645,5.821536540985107
25,0.7901600003242493,0.8690615892410278,0.22630000114440918,4.430562496185303
26,0.8090400099754333,0.8244993090629578,0.21119999885559082,4.971133232116699
27,0.8144000172615051,0.8089819550514221,0.23929999768733978,4.524089813232422
