epoch,accuracy,loss,val_accuracy,val_loss
0,0.4860219657421112,1.630491018295288,0.4399999976158142,1.8319520950317383
1,0.6652307510375977,1.1176692247390747,0.5604000091552734,1.5672560930252075
2,0.7271867990493774,0.9446367025375366,0.6247000098228455,1.3622380495071411
3,0.7690329551696777,0.8215681910514832,0.6592000126838684,1.2363016605377197
4,0.8023516535758972,0.7277569770812988,0.6546000242233276,1.3086603879928589
5,0.8285274505615234,0.6565166115760803,0.5964000225067139,1.5256763696670532
6,0.8479560613632202,0.5941241979598999,0.6359000205993652,1.5259116888046265
7,0.8670769333839417,0.54173344373703,0.5388000011444092,2.0312554836273193
8,0.8840000033378601,0.493251770734787,0.5777000188827515,1.7846704721450806
9,0.8972527384757996,0.45710307359695435,0.6510000228881836,1.48764169216156
10,0.907076895236969,0.42374807596206665,0.5932000279426575,1.6792488098144531
11,0.9188351631164551,0.3907366096973419,0.630299985408783,1.6201540231704712
12,0.9271867871284485,0.37132787704467773,0.6987000107765198,1.3231287002563477
13,0.9372527599334717,0.34492409229278564,0.640500009059906,1.6614922285079956
14,0.9430109858512878,0.32765841484069824,0.578499972820282,2.2401137351989746
15,0.9471209049224854,0.3146670460700989,0.6402999758720398,1.785207986831665
16,0.9519121050834656,0.30372485518455505,0.6762999892234802,1.4237545728683472
17,0.9556043744087219,0.29741182923316956,0.6984999775886536,1.524045467376709
18,0.9557142853736877,0.2940884530544281,0.49880000948905945,3.2623414993286133
19,0.9574065804481506,0.28948652744293213,0.6481000185012817,1.9833614826202393
20,0.9624835252761841,0.2775448262691498,0.6585000157356262,2.0365710258483887
21,0.9660219550132751,0.2690136432647705,0.5800999999046326,3.3061647415161133
22,0.9645494222640991,0.2744421064853668,0.6008999943733215,2.505406141281128
23,0.9627472758293152,0.27605390548706055,0.6843000054359436,1.7861406803131104
24,0.967362642288208,0.2646069824695587,0.6883999705314636,1.7739750146865845
25,0.967846155166626,0.2654496133327484,0.6226999759674072,2.251779794692993
26,0.967846155166626,0.2648738920688629,0.6460999846458435,2.030867576599121
27,0.9703516364097595,0.26132968068122864,0.7132999897003174,1.4767577648162842
28,0.9693846106529236,0.26317933201789856,0.6570000052452087,2.228691577911377
29,0.9708351492881775,0.2589056193828583,0.6126000285148621,2.6228365898132324
30,0.9695824384689331,0.2650197744369507,0.6029999852180481,2.780301332473755
31,0.9724615216255188,0.25704044103622437,0.6847000122070312,2.1030502319335938
32,0.9712527394294739,0.2620098888874054,0.7109000086784363,1.7364630699157715
33,0.9719560146331787,0.2588095963001251,0.6572999954223633,2.0694937705993652
34,0.9735604524612427,0.2548633813858032,0.6780999898910522,2.1634507179260254
35,0.9755164980888367,0.24720337986946106,0.6717000007629395,2.2760322093963623
36,0.9670549631118774,0.27001872658729553,0.6601999998092651,2.4830899238586426
37,0.9738901257514954,0.2531820237636566,0.6388000249862671,2.5517711639404297
38,0.9770988821983337,0.24635890126228333,0.6323999762535095,2.3599045276641846
39,0.971758246421814,0.26044702529907227,0.6840999722480774,2.1449012756347656
40,0.9758021831512451,0.2502956986427307,0.7081999778747559,1.9944514036178589
41,0.9759120941162109,0.24897591769695282,0.6693999767303467,2.7604737281799316
42,0.9732087850570679,0.2545176148414612,0.6923999786376953,1.8795759677886963
43,0.9759560227394104,0.2505497634410858,0.6452000141143799,2.4070799350738525
44,0.9752307534217834,0.25120484828948975,0.6934000253677368,2.2487246990203857
45,0.9773187041282654,0.24547265470027924,0.7184000015258789,1.838437557220459
46,0.9746153950691223,0.2541535794734955,0.652400016784668,2.4627184867858887
